Molecule,Molecule name
o1c(-c2nn3c(nc4c(c3n2)cnn4CCCc5ccc(OC)cc5)N)ccc1,C20H19N7O2
O[C@@H]1C/C(/C(=C)CC1)=C\C=C/2\[C@H]3[C@@]([C@@H]([C@@H](CC[C@@H](C(C)C)CC)C)CC3)(CCC2)C,C29H48O
O=C(OC)C(C#N)=C,C5H5NO2
O=C(OCCCC)C(C#N)=C,C8H11NO2
O=C(OCCCCCCCC)C(C#N)=C,C12H19NO2
O=C(O)[C@](O)(Cc1c2c(cccc2)[nH]c1)C[C@H](N)C(=O)O,C14H16N2O5
O1c2c(OC)c(OC)cc3c2C(N(C)CC3)Cc4cc(Oc5ccc(CC6c7cc1c(OC)cc7CCN6C)cc5)c(OC)cc4,C38H42N2O6
O=C(OCC)C1=C(NC(C)=C(C1c2c3OCOc3ccc2)C(=O)OC)C,C19H21NO6
O=c1oc2c(ccc(c2CC=C(C)C)OC)cc1,C15H16O3
O(c1c(OC)ccc(c1)C(C#N)(C(C)C)CCCNCCc2cc(OC)c(OC)cc2)C,C26H36N2O4
O=[N+]([O-])c1cc(ccc1)C2C(=C(NC(=C2C(=O)OCCOCCC)C)C)C(=O)OCCOCCC,C25H34N2O8
O=[N+]([O-])c1cc(ccc1)C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCCCN3CCC(c4ccccc4)(c5ccccc5)CC3,C36H39N3O6
O=C1O[C@@H](O)C(=C1)[C@@H]2O[C@@H](O)C(CC/C=C(/CCC3=C(CCCC3(C)C)C)\C)=CC2,C25H36O5
O=C1N(Cc2c1cc(OC)c(c2)OC)CCCN(CCc3cc(OC)c(OC)cc3)C,C24H32N2O5
O=C(OC1CCN(C)CC1)C(O)(c2ccccc2)c3ccccc3,C20H23NO3
O(c1c(OC)ccc(c1)C(C#N)(C(C)C)CCCN(CCc2cc(OC)ccc2)C)C,C26H36N2O3
O(c1c(O)ccc(c1)C[C@H]2N(CCc3c2cc(OC)c(c3)OC)C)c4ccc(C[C@H]5N(CCc6c5cc(OC)c(c6)OC)C)cc4,C38H44N2O6
O=C(OCC)C1=C(NC(C)=C(C1c2c3nonc3ccc2)C(=O)OCC)C,C19H21N3O5
O1c2c(cc3CCN4[C@H](c3c2)Cc5ccc(c(c5C4)OC)OC)OC1,C20H21NO4
O1c2c(OC)c(OC)cc3c2C(N(C)CC3)Cc4cc(Oc5ccc(CC6c7cc1c(OC)cc7CCN6C)cc5)c(O)cc4,C37H40N2O6
O(C1(CCCCCC1)Cc2ccccc2)CCCN(C)C,C19H31NO
O(c1cc(ccc1)C(C#N)(CCCN(CCc2cc(OC)ccc2)C)CCCCCCCCCCCC)C,C34H52N2O2
O=C(OCCC)CC,C6H12O2
O=C1N(c2ccc(OC)cc2)[C@H](c3ccc(OC)cc3)[C@H]1CCCc4ccccc4,C26H27NO3
O=C(O)c1c(OCC)cccc1,C9H10O3
N1(Cc2c(cccc2)-c3c(C1)cccc3)CC=C,C17H17N
O=C(N1CCN(CC(=O)N2CCCC2)CC1)/C=C/c3cc(OC)c(OC)c(c3)OC,C22H31N3O5
O=c1oc2c(ccc3c2[C@@H](OC(=O)C)[C@@H](OC(=O)[C@@H](CC)C)C(O3)(C)C)cc1,C21H24O7
o1nc(-c2ccccc2)nc1NCCN(CCCC)CCCC,C18H28N4O
O=C1n2c3c(cccc3)c4c2[C@H]5N(CCC[C@]5(C1)CC)CC4,C19H22N2O
O=C(OC1CC(CC(C1)C)(C)C)C(O)c2ccccc2,C17H24O3
O=c1n(c(=O)c2n(CCOC(=O)c3cnccc3)cnc2n1C)C,C15H15N5O4
O=c1n(c(=O)c2n(C)cnc2n1C)CCCCCC,C13H20N4O2
O=C(O[C@H]1CC(C[C@@H](C1)C)(C)C)c2cnccc2,C15H21NO2
O=C(O[C@H]1[C@H](OC(=O)c2cnccc2)[C@H](OC(=O)c3cnccc3)[C@H](OC(=O)c4cnccc4)[C@H]([C@@H]1OC(=O)c5cnccc5)OC(=O)c6cnccc6)c7cnccc7,C42H30N6O12
Oc1ccc(C(O)CNCCCC)cc1,C12H19NO2
OC(c1ccccc1)CN,C8H11NO
OC(C(O)CC[C@H]([C@@H]1[C@@]2([C@H](/C(=C/C=C\3/C(=C)CC[C@@H](C3)O)/CCC2)CC1)C)C)(C)C,C27H44O3
O=C(NCC(O)(C)C)/C=C/CC/C=C/C=C/C=C/C,C16H25NO2
O=c1c2c(oc(c1C3c4c(cccc4)CC(C3)c5ccc(-c6ccccc6)cc5)O)cccc2,C31H24O3
O=c1c2c(oc(c1C(c3occc3)CC(=O)C)O)cccc2,C17H14O5
N1=C(NCC1)C,C4H8N2
O=C(O)[C@@H](N)CCCC/N=c/1\nc(N)ccn1[C@@H]2O[C@H](CO)[C@H]([C@H]2O)O,C15H25N5O6
O=C1c2c(cccc2)C(C1)=O,C9H6O2
n1ccc(C)cc1,C6H7N
C1=CC12C=C2,C5H4
O=C1NC(=O)C2C1C/3C(=CC2\C3=C(/c4ncccc4)\c5ccccc5)C(O)(c6ncccc6)c7ccccc7,C33H25N3O3
O=[N+]([O-])c1ccc(NC(=O)NCc2cnccc2)cc1,C13H12N4O3
O=c1occ([C@@H]2[C@@]3([C@@](O)([C@@]4(O)[C@@H]([C@@]5(C(=C[C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H]([C@H]6O)O)CO)CC5)[C@@H](C4)OC(=O)C)C)CC3)CC2)C)cc1,C32H44O12
N(Cc1ccccc1)CCNCc2ccccc2,C16H20N2
O(c1cc(ccc1)COCC(c2ccc(OCC)cc2)(C)C)c3ccccc3,C25H28O3
O=C(Oc1c(OC(C)C)cccc1)NC,C11H15NO3
O1[C@@H](OCCCCCCCC)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C14H28O6
O=C1c2c(O)c(O)ccc2C(=O)c3c1ccc(c3O)C,C15H10O5
O[C@H]1C=C[C@@]2([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC[C@H]2C1)C,C19H30O2
O=C1C=C[C@@]2([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC[C@H]2C1)C,C19H28O2
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@](C(=O)CC4)(C)CC3)CC2)CC1,C18H24O2
O=C(O)CNCC(=O)O,C4H7NO4
O=C1N([C@H](c2ccc(O)cc2)C(=O)O)C[C@@H]1NC(=O)/C(=N/O)/c3ccc(OCC[C@@H](N)C(=O)O)cc3,C23H24N4O9
OC(C)C,C3H8O
O=C(OCCOC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,C38H74O4
[o+]1c(c(O)cc2c1cc(OC)cc2O)-c3cc(OC)c(O)cc3,C17H15O6
[o+]1c(c(O)cc2c1cc(O)c(c2O)O)-c3ccc(O)cc3,C15H11O6
O=C(O)C(=O)CCC(=O)O.O=C(O)[C@@H](N)CCCN,C10H18N2O7
O1C2(C(O)CC(C1(C)C)CC2O)C,C10H18O3
O=C(O)C(C1(O)CCCCC1)CC,C10H18O3
O=c1oc2c(ccc(c2)O)c(c1)C,C10H8O3
O=C(NC)c1cnccc1,C7H8N2O
O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])C)[O-],C5H9N3O9
O=[N+](OCCOCCOCCO[N+](=O)[O-])[O-],C6H12N2O8
O=C(OCC)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,C22H34O2
OCC(CO)(CO)C,C5H12O3
O=C1N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)NCC)CCC2)CCCNC(=N)N)CC(C)C)Cc3c4c(cccc4)[nH]c3)Cc5ccc(O)cc5)CO)Cc6c7c(cccc7)[nH]c6)Cc8[nH]cnc8)CC1,C64H83N17O12
O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,C38H76N2O2
O=CCCCCCCCCCCCCCCCCC,C18H36O
OCC(CO)(CO)CC,C6H14O3
O=[N+]([O-])/C=C/CCCCCCCCCCCCC,C15H29NO2
O=C(O)CN(CCO)CCO,C6H13NO4
c1(C(=C)C)ccccc1,C9H10
O=c1n(c(=O)c2n(CC(O)CN(CCO)C)cnc2n1C)C,C13H21N5O4
O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@@H](O)CC4)CC3)C)CC2)CC1)C,C19H30O2
O1c2c(c3n(ncc3cc2)CC(N)C)CCC1,C13H17N3O
O[C@@H]1C[C@H]2[C@]([C@@H]3C([C@H]4[C@]([C@@H]([C@@H](CCC(=C)C(C)C)C)CC4)(C)CC3)=CC2)(C)CC1,C28H46O
O[C@@H]1CC2=CC=C3[C@H]4[C@]([C@@H]([C@@H](CCC(=C)C(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C28H44O
O=C(O)CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H](O)CC4)[C@H](C3)O)C)CC2)CC1)C)C,C24H40O4
o1cc2ccccc2c1,C8H6O
O=c1c(C(=O)OCC)c[nH]c2c1cc(OCCCCCCCCCC)c(c2)OCC,C24H35NO5
O=C(OC)c1c(OCC)cc(NC(=O)C)cc1,C12H15NO4
O=C(O)c1c(O)c(ccc1CC[C@H]([C@H](O)[C@@H](C(=O)[C@@H]([C@H]2O[C@@]([C@@H]3O[C@H]([C@@](O)(CC)CC3)C)(CC)C[C@@H]2C)CC)C)C)C,C34H54O8
O=C(O)[C@@H]([C@@H]1O[C@H]([C@@H](C)C[C@@H]1C)[C@H]([C@H](O)[C@@H](C(=O)[C@@H]([C@H]2O[C@@]3(O[C@]4(O[C@@]([C@@H]5O[C@H]([C@@](O)(CC)CC5)C)(C)CC4)[C@H](O)C=C3)[C@H](C)CC2C)CC)C)C)CC,C43H72O11
O=[N+]([O-])c1ccc(NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1.O=c1nc(cc([nH]1)C)C,C19H18N6O6
O=C(O)[C@@H]([C@@H]1O[C@H]([C@@H](C)CC1)[C@H]([C@H](O)[C@@H](C(=O)[C@@H]([C@H]2O[C@@]3(O[C@]4(O[C@@]([C@@H]5O[C@H]([C@@](O)(CC)CC5)C)(C)CC4)C(O)C=C3)[C@H](C)C[C@@H]2C)CC)C)C)CC,C42H70O11
[n+]1(c(nc(Nc2cc3c(=N)cc(C)n(c3cc2)C)cc1C)N)C,C17H21N6
O=C(NO)c1c(O)cccc1,C7H7NO3
O=C(O[C@H]1[C@H](C(C)C)CC[C@H](C1)C)C,C12H22O2
O(c1c(cccc1)Cc2ccccc2)CCCCNC,C18H23NO
O1C(CNCC1)COc2c3c(ccc2)C=CC3,C14H17NO2
O(c1ccccc1)CC[N+](Cc2ccccc2)(C)C,C17H22NO
[n+]1(c2c(cc(N(C)C)cc2)ccc1/C=C/c3c(n(-c4ccccc4)c(c3)C)C)C,C26H28N3
Oc1cc(ccc1)/C=C/C2=NCCCN2C,C13H16N2O
O=C1C(=C(O)C(C)(C)C(=C1Cc2c(O)c(c(O)cc2OC)C(=O)CCC)O)C(=O)CCC,C24H30O8
C12C3C4C5CCC(C14)C2C35,C10H12
O1[C@@]2(O[C@H]3C[C@H]4[C@H]5[C@@H]([C@@]6(C(C[C@@H](O)CC6)=CC5)C)CC[C@@]4([C@H]3[C@@H]2C)C)CC[C@@H](C1)C,C27H42O3
O(c1c(OC)cc2CCN3[C@H](c2c1)CC(C[C@H]4NCCc5c4cc(OC)c(c5)OC)=C(C3)CC)C,C29H38N2O4
O=C1C(=O)c2ncccc2-c3c1nccc3,C12H6N2O2
OC(CCCCC)C,C7H16O
O=C(N1CCOCC1)c2cc(OC)c(OC)c(c2)OC,C14H19NO5
O=C1[C@]2([C@@H]([C@@]3(OC(=O)C)[C@H](OC3)C[C@@H]2O)[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@@H](C(=C([C@H]1OC(=O)C)C5(C)C)C)OC(=O)[C@H](OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C,C69H81NO15
o1c(ccc1)CCN2C3C4C(c5cc(O)ccc5C3)(CCCC4)CC2,C22H27NO2
O=C1C=CC(=C[C@@H]([C@H](OC(=O)C[C@H]([C@@H]([C@H]([C@H](C[C@H]1C)CC=O)O[C@@H]2O[C@@H]([C@@H](O[C@@H]3O[C@H]([C@H](O)[C@@](C3)(O)C)C)[C@@H]([C@H]2O)N(C)C)C)C)O)CC)CO[C@@H]4O[C@@H]([C@@H](O)[C@H]([C@H]4OC)O)C)C,C45H75NO17
O=C(NC)NC,C3H8N2O
O=C(O)CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H](O)CC4)CC3)C)CC2)CC1)C)C,C24H40O3
O=C1O[C@@H]([C@@H]([C@@H](O)C[C@H]2O[C@H]([C@H](OC)NC(=O)[C@@H](O)[C@@H](OC)CC(=C)C)C[C@H](C2(C)C)O)C)Cc3c1c(O)cc(O)c3C,C31H47NO11
O=C(O)C(O)CO,C3H6O4
O=C(Nc1cc(OCCN(C)C)c(OC)cc1)c2ccc(-c3c(cc(-c4noc(n4)C)cc3)C)cc2,C28H30N4O4
O=[N+]([O-])c1n(c(CO)nc1)CCO,C6H9N3O4
O=C(NCCCC(=O)O)[C@H](O)C(CO)(C)C,C10H19NO5
O1[C@@H](O[C@H]2[C@H](O[C@H](CO)[C@H]([C@@H]2O)O)O)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C12H22O11
O1c2c(c(O)cc(c2)CCc3ccccc3)[C@@H]4C=C(C)CC[C@@H]4C1(C)C,C24H28O2
O=C(O)[C@@H](N)CCC(=O)NC1(O)CC1,C8H14N2O4
O=C(OCCCCCCC(C)C)C1C(C(=O)OCCCCCCC(C)C)CCCC1,C26H48O4
O=C1NC(=O)CCC1N2C(=O)c3c(N)cccc3C2=O,C13H11N3O4
O=C(OCc1ccccc1)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C=O)CC(C)C)CC(C)C)CC(C)C,C26H41N3O5
O(c1cc2c([nH]c3c2CCNC3)cc1)C,C12H14N2O
O=C1O[C@H]2[C@@H](O)[C@@]3([C@@]([C@@H]1[C@@H]2C(=C)C)(O)[C@H]4O[C@H]4[C@@]35OC5)C,C15H18O6
O1c2c(cc3CC(C)=NN=C(c3c2)c4ccc(N)cc4)OC1,C17H15N3O2
O=C(OCCCC)C(OC(=O)C)(CC(=O)OCCCC)CC(=O)OCCCC,C20H34O8
n1c2c(cc(N)cc2)cc3c1cccc3,C13H10N2
n1c2c(cc3c1cccc3)ccc(c2)N,C13H10N2
n1c2c(N)cccc2cc3c1cccc3,C13H10N2
O=C1[C@@H](C[C@@]2([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C)CC4)(C)CC3)CC[C@H]2C1)C)C,C21H34O2
O=c1n(c(c(C(C)C)c([nH]1)=O)Cc2ccccc2)COCC,C17H22N2O3
O=C1N([C@H](C(=O)N[C@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(N[C@H](C(N[C@@H](C(N([C@H](C(N([C@H](C(N([C@H]1C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C(C)C)C(C)C)CC)C)C)CC)[C@H](O)[C@@H](C/C=C/C)C)C,C63H113N11O12
O=C/1N2[C@@H]3Nc4ccccc4[C@]3(C(C=C)(C)C)C[C@H]2C(=O)N\C1=C\c5[nH]cnc5,C22H23N5O2
O[C@@H]1C[C@H]2[C@]([C@@H]3C([C@H]4[C@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(C)CC3)=CC2)(C)CC1,C27H46O
O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H]([C@@H](CCC=C(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C27H44O
O[C@@H]1C[C@H]2[C@](C3=C([C@H]4[C@]([C@@H]([C@@H](CCC=C(C)C)C)CC4)(C)CC3)CC2)(C)CC1,C27H44O
O[C@@H]1CC2=CC=C3[C@H]4[C@]([C@@H]([C@@H](CCC=C(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C27H42O
C(=C\C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)(\CC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C)/C,C40H64
c12c3c4c5cccc4ccc3cc6c1c(ccc2c5)ccc6,C22H12
O[C@@H]1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,C19H30O2
O=C(O)[C@@H](Oc1nc(OC)cc(n1)OC)C(OC)(c2ccccc2)c3ccccc3,C22H22N2O6
OCCCCCCCC/C=C\C/C=C\CCCCC,C18H34O
OC1(C2(C(C)(C)C(C1)CC2)C)C,C11H20O
O=C1N(C(=O)c2cnc(OC)cc2)CCC1,C11H12N2O3
O=C(OCCCCCCCC(C)C)c1c(C(=O)OCCCCCCCC(C)C)cccc1,C28H46O4
O=C1OCC(=C1)C2C3(C(O)(C4C(C5(C=O)C(O)(CC(OC6OC(C(O)C(C6O)O)C)CC5)CC4)CC3O)CC2)C,C29H42O11
O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@]5(C=O)[C@@](O)(C[C@@H](O[C@@H]6O[C@@H]([C@H](O)[C@H]([C@H]6O)O)C)CC5)CC4)C[C@H]3O)CC2)C,C29H42O11
O=C(CCCC)C,C6H12O
O=C(Oc1c(c2c(OC(CCCC(CCCC(CCCC(C)C)C)C)(C)CC2)c(c1C)C)C)CCC(=O)OCCO,C35H58O6
O=c1nc(nc2-c1n[nH][nH]2)N,C4H4N6O
O(c1c(cccc1)CCC)CC(O)CNC(C)C,C15H25NO2
O=C(OCC)c1c(C(=O)OCC)cccc1,C12H14O4
O=C/1OCC\C1=C/C[C@@H]2[C@@]3([C@H](C(CCC3)(C)C)CC[C@]24OC4)C,C20H30O3
O=C(O)c1c(NC(=O)C)cccc1,C9H9NO3
[O-][N+](CCCCCCCCCCCC)(C)C,C14H31NO
O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)[N+](=O)[O-],C6H3N3O6
O=[N+]([O-])c1c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])cc(c1)[N+](=O)[O-],C12H5N7O12
C(#CCC)CC,C6H10
O=C(Nc1ccccc1)c2c(O)cccc2,C13H11NO2
O=[N+]([O-])c1c([N]N(c2ccccc2)c3ccccc3)c([N+](=O)[O-])cc(c1)[N+](=O)[O-],C18H12N5O6
n1(c2c(cccc2)c3c1cccc3)C=C,C14H11N
O=C(OCC)C(CCC)C,C8H16O2
O=C(O)[C@H](O)[C@@H](O)[C@H](O)CO,C5H10O6
O1[C@H](OC[C@H]2OC(O)(CO)[C@H]([C@@H]2O)O)[C@H](O)[C@@H](O)[C@H]([C@H]1CO)O,C12H22O11
O=C1C(=O)C(=O)C(=O)C(C1=O)=O,C6O6
O=C1C(=O)C(=O)C(C1=O)=O,C5O5
OC1(O)C(O)(O)C(O)(O)C(O)(O)C(C1(O)O)(O)O,C6H12O12
OC1(O)C(O)(O)C(O)(O)C(C1(O)O)(O)O,C5H10O10
O=C(O)[C@@](N)(CCC(=O)O)CC,C7H13NO4
O=c1c2c(occ1-c3cc(O)c(O)cc3)cc(O)cc2O,C15H10O6
On1nnc2c1nccc2,C5H4N4O
C(CCC(C)C)(C)C,C8H18
C(=CC)(C)C,C5H10
O=C=C=O,C2O2
O=c1oc1=O,C2O3
O=C(c1cc2OCOc2cc1)C(N3CCCC3)C,C14H17NO3
O=C(c1ccc(C)cc1)C(N2CCCC2)C,C14H19NO
O=C(c1ccc(OC)cc1)C(N2CCCC2)C,C14H19NO2
O=C(O)[C@@H](N)Cc1ccc(Oc2ccc(O)cc2)cc1,C15H15NO4
N1(c2c(cc(C)cc2C)C)C=CN([C]1)c3c(cc(C)cc3C)C,C21H24N2
O=C/C=C/C=C/O,C5H6O2
O=C=C=C=C=C=O,C5O2
O=C1OC(=O)C1,C3H2O3
O=c1c2c(OC)c(OC)ccc2oc(c1)-c3c(OC)cccc3OC,C19H18O6
O=[N+]([O-])c1c(c([N+](=O)[O-])c(C)c(c1C)[N+](=O)[O-])C(C)(C)C,C12H15N3O6
[O-][N+2]([O-])[C]1[C](C(C)(C)C)[C]([N+2]([O-])[O-])[C](C)[C]([C]1C)[N+2]([O-])[O-],C12H15N3O6
O1c2c(cc3CC(Cc3c2)N)OC1,C10H11NO2
Oc1c2c(ccc1)cccc2,C10H8O
O=C(O[C@](c1ccccc1)([C@@H](CNC)C)Cc2ccccc2)CC,C21H27NO2
O=C(O)[C@@](N)([C@H]1[C@H](C(=O)O)C1)CC2c3c(Oc4c2cccc4)cccc3,C20H19NO5
O=C(N1Cc2c(cc(OC)c(c2)OC)CC1)C(NCc3ccncc3)C(C)(C)C,C23H31N3O3
O=C(Nc1c2ncccc2ncc1)Nc3cc4oc(C)nc4cc3,C17H13N5O2
O=C1N(C(=O)[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C=C4)CCCCN5CCN(c6ncccn6)CC5,C24H29N5O2
O=C(O)[C@H]1NCC1,C4H7NO2
O(c1c(OC)c2c([C@H](CN)CC2)cc1OC)C,C13H19NO3
O(c1c2c(ccc1)C(C(N(CCC)CCC)CC2)C)C,C18H29NO
NCC1c2c(cccc2)Cc3c1cccc3,C15H15N
O=C(c1c2c(c(OCCCCC)cc1)cccc2)c3c4c(ccc3)cccc4,C26H24O2
OC1C[C@H]2N(c3c4c(c(C#N)cc3)cccc4)[C@@H](C1)CC2,C18H18N2O
NCCCN,C3H10N2
O[C@H]1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@](C(O)CC4)(C)CC3)CC2)(C)CC1,C19H32O2
O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)C[C@H]1O)C,C19H28O3
O[C@H]1C[C@@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](O)C)CC4)(C)CC3)CC2)(C)CC1,C21H36O2
O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H](O)CC4)CC3)C)CC2)CC1)C)[C@@H](O)C,C21H36O3
O=C1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC3)CC2)(C)CC1,C21H32O2
Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)[C@@H]([C@@H]4O)O)(C)CC3)CC2)cc1,C18H24O4
O=C1[C@@H]2[C@@]3([C@@H](C[C@H](O)CC3)CC[C@H]2[C@@H]4CC[C@]([C@]4(C1)C)(O)C(=O)CO)C,C21H32O5
O=C([C@]1(O)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H](O)CC4)CC3)C)[C@H](C2)O)CC1)C)CO,C21H34O5
O(C(O)CC)C(O)CC.O(CC(O)C)CC(O)C,C12H28O6
O(CCCO)CCCO,C6H14O3
N(CCC)CCC,C6H15N
O=C1C=C2C(C3C(O)CC4(C(O)(COC(=O)CCC)CCC4C3CC2)C)(C)CC1,C24H36O5
O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@](OC(=O)CCC)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)CC1,C25H36O6
O=CCC(O)C,C4H8O2
Oc1c(cc(CC(CO)(C)C)cc1C(C)(C)C)C(C)(C)C,C19H32O2
O=c1c(C(=O)O)cc(=O)c2=c1c-3c(O)ccc(c3c2C(=O)O)=O,C15H6O8
O=C1OCc2ccccc2N1C3CCN(C(=O)c4c(OC)cc(OC5CCN(C(=O)C)CC5)cc4)CC3,C28H33N3O6
Oc1c(cc(CC2(CCCC2)CO)cc1C(C)(C)C)C(C)(C)C,C21H34O2
O=C(O)CCCCCCCCC(CCCCCCCC)C,C19H38O2
O(c1c(ccc(c1)CC(N)C)C)C,C11H17NO
O=C(O)[C@@H]1N(C(=O)CCCCC(=O)N2[C@@H](C(=O)O)CCC2)CCC1,C16H24N2O6
O=c1n(-c2ccccc2)cc(-c3ncccc3)cc1-c4c(C#N)cccc4,C23H15N3O
[o+]1c(c(O)cc2c1cc(O)cc2O)-c3cc(OC)c(O)c(c3)O,C16H13O7
O=C(O)CN1CCN(CCN(CC(=O)O)CCN(CC1)CC(=O)O)CC(=O)O,C16H28N4O8
O=C(O)CCC(=O)c1ccc(C)cc1,C11H12O3
O=C(O[C@@H]1C(OC)=C[C@@]23[C@@H]1c4c(cc5OCOc5c4)CCN2CCC3)[C@](O)(CC(=O)OC)CCCC(O)(C)C,C29H39NO9
O=C1O[C@H](/C=C/[C@@H](O)CCCCC)[C@@H](C/C=C\CCCC(=O)O)[C@H](C1)O,C20H32O6
O=c1nc([nH]c2c1N=C(C(=O)[C@@H](O)C)CN2)N,C9H11N5O3
C1=CCCC(C1)C=C,C8H12
N(=C=NCC)CCCN(C)C,C8H17N3
O=C1NC(=O)C(N1)(c2ccccc2)CC,C11H12N2O2
O=C1Nc2c(cccc2)C(c3c1cccc3)N4CCN(C(=O)CC5(CCCC5)CC(=O)N[C@H](C(=O)NCCn6c(=O)n(-c7ccccc7)n(c6=O)-c8ccccc8)CCCN=C(N)N)CC4,C49H57N11O6
O=C(N[C@@H](C(=O)NCc1ccc(O)cc1)CCCN=C(N)N)C(c2ccccc2)c3ccccc3,C27H31N5O3
o1c(-c2nn3c(nc4c(c3n2)cnn4CCN5CCN(c6ccc(OCCOC)cc6)CC5)N)ccc1,C25H29N9O3
o1c(nnc1)-c2c(O)cccc2,C8H6N2O2
O=C(N(CCCN(C)C)C)c1cc(c(-n2nc(C(=O)NC3(C(=O)O)C4CC5CC(C4)CC3C5)cc2-c6c(OC)cccc6OC)cc1)C(C)C,C39H51N5O6
O=C(OC(C1CCCCC1)CC)N,C10H19NO2
O=CC(CCCCCCCCC)C,C12H24O
O1c2c(OCC1)cccc2N3CCNCC3,C12H16N2O2
O(c1c(-n2cccc2)cccc1)CC(O)CNC(C)C,C16H22N2O2
O=c1c(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O[C@@H]3OC[C@]([C@H]3O)(O)CO)O)CO[C@@H]4O[C@H]([C@H](O)[C@H]([C@H]4O)O)C)c(oc5c1c(O)cc(c5)O)-c6cc(O)c(O)cc6,C32H38O20
O1C(OCC1CO)(C(C)C)C(C)C,C10H20O3
O1C=2c3nccc4c3c(C1=CCC(CC2)O)c(OC)c(OC)c4OC,C19H19NO5
O=[N+]([O-])c1c(O)ccc(c1)C[C@H](N)C(=O)O,C9H10N2O5
O=C(Cc1ccccc1)Cc2ccccc2,C15H14O
O=C(NC(=N)NCCCc1nc[nH]c1)CCC2CCCCC2,C16H27N5O
O=c1c(C(=O)O)cn(CC)c2c1ccc(n2)Cc3ccccc3,C18H16N2O3
O=C1C(=C(O)C2(C(=O)C(CC)C)C(CCC=C(C)C)(C)C(CC1(C2=O)CC=C(C)C)CC=C(C)C)CC=C(C)C,C36H54O4
O=C(NC(C)(C)C)C(c1ccccc1)CN2CCN(c3c(OC)cccc3)CC2,C24H33N3O2
O=C(O)c1ccc(CN(CCc2c(OCc3ccc(CCc4ccccc4)cc3)cccc2)CCCCC(=O)O)cc1,C36H39NO5
